"id","customer_id","category","status","creation_date","response_time","resolution_time"
1083,259,"Feedback","Open","2023-07-15T00:00:00.000",2,"0 hours"
1085,1924,"Installation Problem","In Progress","2023-02-11T00:00:00.000",6,"0 hours"
1087,1555,"Installation Problem","-","2023-04-13T00:00:00.000",6,"3.81 hours"
1090,91,"Feedback","In Progress","2023-05-23T00:00:00.000",2,"0 hours"
1092,601,"Installation Problem","Resolved","2023-05-19T00:00:00.000",6,"3.87 hours"
1094,1602,"Billing enquiry","In Progress","2023-04-21T00:00:00.000",3,"0 hours"
1100,1532,"Bug","In Progress","2023-05-20T00:00:00.000",2,"0 hours"
1103,279,"Bug","In Progress","2023-07-07T00:00:00.000",2,"0 hours"
1104,926,"Bug","Open","2023-08-01T00:00:00.000",5,"0 hours"
1107,1172,"Other","Open","2023-08-30T00:00:00.000",1,"0 hours"
1109,793,"Feedback","Open","2023-09-12T00:00:00.000",1,"0 hours"
1110,761,"Billing enquiry","Open","2023-06-27T00:00:00.000",3,"0 hours"
1111,1373,"Installation Problem","In Progress","2023-03-26T00:00:00.000",7,"0 hours"
1113,1076,"Installation Problem","Open","2023-05-03T00:00:00.000",6,"0 hours"
1114,1475,"Other","In Progress","2023-02-05T00:00:00.000",2,"0 hours"
1115,1828,"Other","Open","2023-07-15T00:00:00.000",2,"0 hours"
1118,1850,"Installation Problem","Resolved","2023-06-05T00:00:00.000",10,"4.88 hours"
1120,130,"Feedback","Open","2023-11-07T00:00:00.000",2,"0 hours"
1121,1652,"Installation Problem","In Progress","2023-04-15T00:00:00.000",5,"0 hours"
1122,1057,"Billing enquiry","In Progress","2023-02-27T00:00:00.000",4,"0 hours"
1123,402,"Feedback","Open","2023-05-23T00:00:00.000",1,"0 hours"
1125,1671,"Bug","-","2023-07-18T00:00:00.000",2,"2.33 hours"
1127,1808,"Other","In Progress","2023-06-16T00:00:00.000",1,"0 hours"
1128,1588,"Installation Problem","Resolved","2023-04-26T00:00:00.000",10,"4.27 hours"
1129,1172,"Billing enquiry","Open","2023-02-21T00:00:00.000",3,"0 hours"
1130,1549,"Billing enquiry","Open","2023-09-16T00:00:00.000",3,"0 hours"
1131,340,"Installation Problem","Open","2023-01-25T00:00:00.000",6,"0 hours"
1132,80,"Feedback","Open","2023-05-31T00:00:00.000",2,"0 hours"
1135,644,"Feedback","Open","2023-02-10T00:00:00.000",2,"0 hours"
1136,29,"Feedback","Open","2023-07-10T00:00:00.000",2,"0 hours"
1137,1678,"Feedback","Open","2023-06-06T00:00:00.000",2,"0 hours"
1138,1385,"Billing enquiry","Open","2023-03-20T00:00:00.000",3,"0 hours"
1139,1389,"Bug","Resolved","2023-05-06T00:00:00.000",1,"4.68 hours"
1141,1620,"Billing enquiry","-","2023-06-19T00:00:00.000",3,"0 hours"
1142,1106,"Bug","Open","2023-10-19T00:00:00.000",2,"0 hours"
1145,41,"Feedback","Open","2023-02-25T00:00:00.000",1,"0 hours"
1146,1825,"Feedback","In Progress","2023-06-05T00:00:00.000",2,"0 hours"
1147,1022,"Billing enquiry","Open","2023-09-03T00:00:00.000",4,"0 hours"
1148,833,"Feedback","Open","2023-03-28T00:00:00.000",2,"0 hours"
1149,955,"Billing enquiry","-","2023-11-07T00:00:00.000",8,"4.41 hours"
1151,686,"Installation Problem","In Progress","2023-07-14T00:00:00.000",6,"0 hours"
1153,1184,"Bug","In Progress","2023-01-04T00:00:00.000",3,"0 hours"
1154,1763,"Installation Problem","In Progress","2023-11-29T00:00:00.000",6,"0 hours"
1155,1090,"Bug","In Progress","2023-11-27T00:00:00.000",1,"0 hours"
1156,758,"Billing enquiry","Open","2023-06-20T00:00:00.000",3,"0 hours"
1157,1557,"Installation Problem","In Progress","2023-11-14T00:00:00.000",9,"0 hours"
1160,1103,"Bug","In Progress","2023-09-28T00:00:00.000",3,"0 hours"
1162,46,"Feedback","Open","2023-01-03T00:00:00.000",2,"0 hours"
1163,1594,"Billing enquiry","Open","2023-02-14T00:00:00.000",3,"0 hours"
1164,1172,"Billing enquiry","Open","2023-06-15T00:00:00.000",3,"0 hours"
1166,833,"Feedback","Open","2023-07-01T00:00:00.000",1,"0 hours"
1168,1884,"Installation Problem","-","2023-03-07T00:00:00.000",8,"5.19 hours"
1170,1233,"Billing enquiry","Open","2023-03-09T00:00:00.000",3,"0 hours"
1171,825,"Billing enquiry","Open","2023-06-05T00:00:00.000",3,"0 hours"
1173,923,"Feedback","In Progress","2023-03-02T00:00:00.000",2,"0 hours"
1174,1744,"Other","In Progress","2023-02-07T00:00:00.000",2,"0 hours"
1176,779,"Billing enquiry","Open","2023-04-26T00:00:00.000",3,"0 hours"
1177,500,"Bug","Open","2023-01-02T00:00:00.000",1,"0 hours"
1179,269,"Feedback","Open","2023-09-17T00:00:00.000",2,"0 hours"
1180,1388,"Billing enquiry","Open","2023-09-22T00:00:00.000",3,"0 hours"
1183,417,"Installation Problem","Open","2023-07-05T00:00:00.000",5,"0 hours"
1186,892,"Feedback","In Progress","2023-01-25T00:00:00.000",1,"0 hours"
1187,1547,"Other","-","2023-11-27T00:00:00.000",2,"2.72 hours"
1188,1768,"Other","Resolved","2023-11-24T00:00:00.000",2,"2.19 hours"
1189,715,"Feedback","Open","2023-09-23T00:00:00.000",1,"0 hours"
1190,1387,"Bug","Open","2023-09-04T00:00:00.000",4,"0 hours"
1191,1887,"Installation Problem","-","2023-07-12T00:00:00.000",7,"3.96 hours"
1192,130,"Feedback","Open","2023-09-20T00:00:00.000",1,"0 hours"
1193,1476,"Bug","-","2023-06-14T00:00:00.000",5,"4.38 hours"
1194,77,"Feedback","Open","2023-05-25T00:00:00.000",1,"0 hours"
1197,1024,"Installation Problem","In Progress","2023-01-04T00:00:00.000",6,"0 hours"
1198,1397,"Billing enquiry","Open","2023-06-26T00:00:00.000",3,"0 hours"
1199,1358,"Bug","In Progress","2023-01-23T00:00:00.000",2,"0 hours"
1202,1671,"Other","In Progress","2023-08-31T00:00:00.000",3,"0 hours"
1203,747,"Feedback","In Progress","2023-11-21T00:00:00.000",1,"0 hours"
1204,1677,"Installation Problem","Resolved","2023-07-25T00:00:00.000",6,"4.64 hours"
1205,353,"Feedback","Open","2023-09-02T00:00:00.000",1,"0 hours"
1207,1713,"Installation Problem","Open","2023-08-11T00:00:00.000",6,"0 hours"
1208,1295,"Billing enquiry","Open","2023-11-27T00:00:00.000",4,"0 hours"
1210,1192,"Installation Problem","Open","2023-11-18T00:00:00.000",8,"0 hours"
1211,362,"Feedback","Open","2023-08-14T00:00:00.000",2,"0 hours"
1212,1812,"Other","Open","2023-09-03T00:00:00.000",2,"0 hours"
1213,1515,"Bug","Open","2023-01-15T00:00:00.000",2,"0 hours"
1215,1560,"Bug","Resolved","2023-01-24T00:00:00.000",4,"3.05 hours"
1219,1096,"Feedback","Open","2023-10-24T00:00:00.000",2,"0 hours"
1221,1584,"Installation Problem","In Progress","2023-07-25T00:00:00.000",5,"0 hours"
1223,1247,"Installation Problem","In Progress","2023-11-09T00:00:00.000",6,"0 hours"
1224,664,"Feedback","In Progress","2023-09-27T00:00:00.000",2,"0 hours"
1225,861,"Bug","Open","2023-09-27T00:00:00.000",2,"0 hours"
1227,1813,"Installation Problem","In Progress","2023-01-22T00:00:00.000",7,"0 hours"
1231,1047,"Feedback","Open","2023-04-15T00:00:00.000",1,"0 hours"
1233,457,"Bug","Open","2023-02-19T00:00:00.000",4,"0 hours"
1234,1521,"Feedback","Open","2023-05-12T00:00:00.000",1,"0 hours"
1238,1832,"Billing enquiry","In Progress","2023-04-18T00:00:00.000",3,"0 hours"
1239,1152,"Feedback","In Progress","2023-04-07T00:00:00.000",2,"0 hours"
1240,806,"Feedback","Open","2023-08-14T00:00:00.000",2,"0 hours"
1241,811,"Billing enquiry","Open","2023-03-27T00:00:00.000",3,"0 hours"
1242,411,"Feedback","Open","2023-07-18T00:00:00.000",2,"0 hours"
1243,1497,"Installation Problem","-","2023-05-20T00:00:00.000",6,"1.66 hours"
1246,1785,"Other","In Progress","2023-05-21T00:00:00.000",2,"0 hours"
1247,881,"Billing enquiry","In Progress","2023-07-22T00:00:00.000",4,"0 hours"
1248,1080,"Feedback","Open","2023-01-09T00:00:00.000",1,"0 hours"
1250,548,"Bug","Open","2023-04-12T00:00:00.000",3,"0 hours"
1251,249,"Installation Problem","Open","2023-01-06T00:00:00.000",6,"0 hours"
1253,1821,"Installation Problem","In Progress","2023-08-09T00:00:00.000",5,"0 hours"
1254,643,"Billing enquiry","Open","2023-07-20T00:00:00.000",3,"0 hours"
1256,1982,"Other","In Progress","2023-09-07T00:00:00.000",3,"0 hours"
1257,556,"Billing enquiry","Resolved","2023-06-23T00:00:00.000",5,"3.71 hours"
1258,1865,"Other","In Progress","2023-06-21T00:00:00.000",2,"0 hours"
1259,1538,"Installation Problem","In Progress","2023-02-16T00:00:00.000",7,"0 hours"
1260,389,"Feedback","Open","2023-09-12T00:00:00.000",2,"0 hours"
1261,1434,"Billing enquiry","In Progress","2023-07-31T00:00:00.000",3,"0 hours"
1262,1458,"Installation Problem","In Progress","2023-05-04T00:00:00.000",6,"0 hours"
1264,1309,"Bug","Resolved","2023-05-19T00:00:00.000",2,"0.2 hours"
1265,1727,"Installation Problem","Resolved","2023-01-05T00:00:00.000",7,"1.81 hours"
1267,1281,"Installation Problem","In Progress","2023-06-29T00:00:00.000",12,"0 hours"
1268,682,"Billing enquiry","Open","2023-05-31T00:00:00.000",3,"0 hours"
1269,709,"Bug","Open","2023-09-11T00:00:00.000",4,"0 hours"
1270,992,"Bug","In Progress","2023-09-28T00:00:00.000",2,"0 hours"
1271,279,"Feedback","Open","2023-05-06T00:00:00.000",2,"0 hours"
1272,994,"Installation Problem","Resolved","2023-02-05T00:00:00.000",7,"2.3 hours"
1273,143,"Feedback","Open","2023-09-28T00:00:00.000",2,"0 hours"
1275,1147,"Other","Resolved","2023-08-22T00:00:00.000",2,"4.02 hours"
1276,1953,"Other","In Progress","2023-02-02T00:00:00.000",2,"0 hours"
1277,820,"Feedback","Open","2023-01-04T00:00:00.000",1,"0 hours"
1279,407,"Installation Problem","In Progress","2023-05-09T00:00:00.000",6,"0 hours"
1280,1665,"Bug","In Progress","2023-09-12T00:00:00.000",1,"0 hours"
1281,1218,"Billing enquiry","In Progress","2023-03-25T00:00:00.000",3,"0 hours"
1282,1851,"Bug","In Progress","2023-09-29T00:00:00.000",6,"0 hours"
1285,1151,"Other","-","2023-10-29T00:00:00.000",2,"0.8 hours"
1286,899,"Installation Problem","In Progress","2023-09-08T00:00:00.000",6,"0 hours"
1287,222,"Feedback","Open","2023-09-19T00:00:00.000",2,"0 hours"
1289,381,"Bug","Open","2023-10-13T00:00:00.000",2,"0 hours"
1291,583,"Billing enquiry","Open","2023-09-21T00:00:00.000",3,"0 hours"
1293,1483,"Installation Problem","In Progress","2023-05-16T00:00:00.000",6,"0 hours"
1295,779,"Feedback","Open","2023-06-18T00:00:00.000",2,"0 hours"
1296,1322,"Bug","In Progress","2023-09-10T00:00:00.000",2,"0 hours"
1297,1246,"Billing enquiry","In Progress","2023-08-03T00:00:00.000",4,"0 hours"
1299,1609,"Installation Problem","-","2023-04-07T00:00:00.000",6,"3.52 hours"
1302,433,"Feedback","Open","2023-04-29T00:00:00.000",2,"0 hours"
1303,262,"Billing enquiry","In Progress","2023-06-26T00:00:00.000",3,"0 hours"
1305,406,"Billing enquiry","Open","2023-06-06T00:00:00.000",3,"0 hours"
1306,816,"Feedback","Open","2023-11-28T00:00:00.000",1,"0 hours"
1307,1384,"Bug","-","2023-04-06T00:00:00.000",3,"0.98 hours"
1308,520,"Installation Problem","In Progress","2023-01-19T00:00:00.000",5,"0 hours"
1310,1458,"Installation Problem","Resolved","2023-11-17T00:00:00.000",5,"0.29 hours"
1317,1511,"Bug","Resolved","2023-05-20T00:00:00.000",2,"1.45 hours"
1318,832,"Billing enquiry","In Progress","2023-05-30T00:00:00.000",3,"0 hours"
1319,1087,"Bug","-","2023-05-20T00:00:00.000",2,"3.7 hours"
1320,162,"Feedback","Open","2023-02-21T00:00:00.000",1,"0 hours"
1321,336,"Feedback","Open","2023-11-07T00:00:00.000",2,"0 hours"
1322,744,"Billing enquiry","Open","2023-01-03T00:00:00.000",2,"0 hours"
1327,593,"Billing enquiry","Open","2023-02-15T00:00:00.000",3,"0 hours"
1332,65,"Feedback","Open","2023-05-18T00:00:00.000",2,"0 hours"
1333,420,"Feedback","Open","2023-07-10T00:00:00.000",2,"0 hours"
1334,1828,"Bug","In Progress","2023-04-08T00:00:00.000",3,"0 hours"
1335,1274,"Billing enquiry","Open","2023-08-28T00:00:00.000",3,"0 hours"
1338,1955,"Other","-","2023-10-27T00:00:00.000",2,"5.94 hours"
1340,1711,"Installation Problem","-","2023-08-17T00:00:00.000",6,"1.42 hours"
1343,1922,"Installation Problem","In Progress","2023-11-03T00:00:00.000",6,"0 hours"
1345,842,"Billing enquiry","In Progress","2023-04-02T00:00:00.000",3,"0 hours"
1347,1861,"Feedback","In Progress","2023-05-02T00:00:00.000",2,"0 hours"
1349,494,"Feedback","Open","2023-09-04T00:00:00.000",1,"0 hours"
1352,132,"Feedback","Open","2023-08-24T00:00:00.000",1,"0 hours"
1353,1512,"Feedback","Open","2023-10-28T00:00:00.000",1,"0 hours"
1354,1662,"Bug","Resolved","2023-01-19T00:00:00.000",1,"2.68 hours"
1356,1719,"Other","-","2023-01-22T00:00:00.000",2,"4.07 hours"
1357,1703,"Other","Resolved","2023-05-22T00:00:00.000",2,"2.21 hours"
1358,1222,"Installation Problem","In Progress","2023-03-14T00:00:00.000",11,"0 hours"
1359,648,"Installation Problem","In Progress","2023-06-25T00:00:00.000",6,"0 hours"
1360,419,"Feedback","Open","2023-02-15T00:00:00.000",2,"0 hours"
1361,1142,"Bug","Open","2023-03-14T00:00:00.000",1,"0 hours"
1362,42,"Feedback","Open","2023-07-11T00:00:00.000",2,"0 hours"
1365,428,"Bug","Open","2023-04-06T00:00:00.000",4,"0 hours"
1366,1559,"Other","-","2023-11-14T00:00:00.000",1,"1.73 hours"
1369,1656,"Installation Problem","-","2023-11-01T00:00:00.000",6,"2.36 hours"
1370,1249,"Bug","In Progress","2023-11-16T00:00:00.000",2,"0 hours"
1371,1909,"Other","Resolved","2023-06-22T00:00:00.000",3,"3.86 hours"
1373,968,"Billing enquiry","Open","2023-07-28T00:00:00.000",3,"0 hours"
1376,1502,"Other","In Progress","2023-10-03T00:00:00.000",2,"0 hours"
1379,1069,"Bug","In Progress","2023-09-29T00:00:00.000",4,"0 hours"
1380,64,"Feedback","Open","2023-03-30T00:00:00.000",1,"0 hours"
1381,1895,"Other","Resolved","2023-04-19T00:00:00.000",2,"0.21 hours"
1382,727,"Feedback","In Progress","2023-05-22T00:00:00.000",1,"0 hours"
1383,1034,"Billing enquiry","Open","2023-11-20T00:00:00.000",3,"0 hours"
1384,272,"Feedback","Open","2023-04-20T00:00:00.000",2,"0 hours"
1386,484,"Billing enquiry","In Progress","2023-11-19T00:00:00.000",3,"0 hours"
1388,349,"Feedback","Open","2023-10-05T00:00:00.000",2,"0 hours"
1390,1,"Feedback","Open","2023-07-04T00:00:00.000",1,"0 hours"
1391,1409,"Billing enquiry","In Progress","2023-08-05T00:00:00.000",3,"0 hours"
1392,1925,"Other","Resolved","2023-04-30T00:00:00.000",2,"0.62 hours"
1393,1542,"Installation Problem","In Progress","2023-07-04T00:00:00.000",10,"0 hours"
1394,1072,"Feedback","Open","2023-05-22T00:00:00.000",2,"0 hours"
1395,320,"Billing enquiry","Open","2023-03-28T00:00:00.000",3,"0 hours"
1397,1693,"Installation Problem","In Progress","2023-07-18T00:00:00.000",6,"0 hours"
1399,401,"Billing enquiry","Open","2023-10-15T00:00:00.000",3,"0 hours"
1400,1831,"Installation Problem","In Progress","2023-03-31T00:00:00.000",10,"0 hours"
1401,1275,"Feedback","Open","2023-04-22T00:00:00.000",1,"0 hours"
1402,1968,"Other","In Progress","2023-10-07T00:00:00.000",2,"0 hours"
1403,390,"Bug","Open","2023-05-20T00:00:00.000",1,"0 hours"
1404,724,"Installation Problem","In Progress","2023-01-20T00:00:00.000",10,"0 hours"
1405,284,"Feedback","In Progress","2023-03-05T00:00:00.000",1,"0 hours"
1407,36,"Feedback","Open","2023-11-21T00:00:00.000",1,"0 hours"
1408,1981,"Installation Problem","-","2023-04-06T00:00:00.000",7,"5.75 hours"
1410,294,"Feedback","Open","2023-04-26T00:00:00.000",2,"0 hours"
1411,312,"Feedback","Open","2023-07-12T00:00:00.000",1,"0 hours"
1412,450,"Feedback","In Progress","2023-06-08T00:00:00.000",1,"0 hours"
1415,1963,"Installation Problem","In Progress","2023-11-28T00:00:00.000",8,"0 hours"
1417,216,"Bug","Open","2023-01-03T00:00:00.000",2,"0 hours"
1419,1827,"Bug","In Progress","2023-02-15T00:00:00.000",2,"0 hours"
1420,378,"Billing enquiry","In Progress","2023-09-19T00:00:00.000",3,"0 hours"
1421,1541,"Installation Problem","In Progress","2023-10-15T00:00:00.000",6,"0 hours"
1422,306,"Bug","In Progress","2023-10-29T00:00:00.000",5,"0 hours"
1423,7,"Feedback","Open","2023-07-28T00:00:00.000",2,"0 hours"
1425,1839,"Installation Problem","Resolved","2023-05-11T00:00:00.000",6,"1.11 hours"
1426,802,"Feedback","Open","2023-07-30T00:00:00.000",1,"0 hours"
1427,1611,"Installation Problem","In Progress","2023-07-30T00:00:00.000",7,"0 hours"
1428,974,"Installation Problem","In Progress","2023-07-12T00:00:00.000",6,"0 hours"
1429,893,"Feedback","In Progress","2023-07-04T00:00:00.000",1,"0 hours"
1430,855,"Billing enquiry","In Progress","2023-11-04T00:00:00.000",3,"0 hours"
1431,1589,"Installation Problem","In Progress","2023-07-08T00:00:00.000",6,"0 hours"
1432,1824,"Other","-","2023-10-27T00:00:00.000",3,"0.17 hours"
1433,8,"Feedback","Open","2023-01-06T00:00:00.000",2,"0 hours"
1436,1829,"Other","Resolved","2023-04-05T00:00:00.000",1,"1.74 hours"
1437,1157,"Billing enquiry","In Progress","2023-10-02T00:00:00.000",3,"0 hours"
1438,162,"Feedback","Open","2023-09-01T00:00:00.000",1,"0 hours"
1441,56,"Feedback","Open","2023-10-01T00:00:00.000",2,"0 hours"
1443,1675,"Bug","In Progress","2023-04-28T00:00:00.000",1,"0 hours"
1447,1369,"Installation Problem","In Progress","2023-01-02T00:00:00.000",7,"0 hours"
1448,1260,"Bug","In Progress","2023-09-08T00:00:00.000",2,"0 hours"
1449,412,"Billing enquiry","Open","2023-11-02T00:00:00.000",3,"0 hours"
1450,231,"Installation Problem","In Progress","2023-03-16T00:00:00.000",8,"0 hours"
1451,179,"Feedback","In Progress","2023-07-02T00:00:00.000",1,"0 hours"
1452,1047,"Bug","In Progress","2023-04-14T00:00:00.000",3,"0 hours"
1454,930,"Billing enquiry","Open","2023-06-15T00:00:00.000",2,"0 hours"
1455,41,"Feedback","Open","2023-08-25T00:00:00.000",1,"0 hours"
1456,1685,"Feedback","Open","2023-09-30T00:00:00.000",1,"0 hours"
1457,190,"Feedback","Open","2023-10-26T00:00:00.000",1,"0 hours"
1459,256,"Feedback","Open","2023-03-06T00:00:00.000",2,"0 hours"
1460,223,"Installation Problem","Open","2023-01-19T00:00:00.000",6,"0 hours"
1461,1889,"Other","Resolved","2023-09-07T00:00:00.000",1,"3.06 hours"
1465,1761,"Other","Resolved","2023-04-20T00:00:00.000",2,"1.09 hours"
1466,1250,"Billing enquiry","In Progress","2023-01-11T00:00:00.000",3,"0 hours"
1470,788,"Bug","Open","2023-09-21T00:00:00.000",4,"0 hours"
1471,1583,"Bug","Open","2023-11-07T00:00:00.000",2,"0 hours"
1473,1435,"Installation Problem","Open","2023-05-11T00:00:00.000",6,"0 hours"
1474,1922,"Other","Resolved","2023-06-29T00:00:00.000",2,"4.5 hours"
1475,1414,"Installation Problem","In Progress","2023-06-17T00:00:00.000",5,"0 hours"
1477,478,"Feedback","Open","2023-01-07T00:00:00.000",1,"0 hours"
1479,1447,"Bug","Resolved","2023-06-13T00:00:00.000",5,"2.06 hours"
1480,1922,"Other","In Progress","2023-10-26T00:00:00.000",2,"0 hours"
1482,1437,"Installation Problem","In Progress","2023-07-11T00:00:00.000",5,"0 hours"
1484,854,"Feedback","Open","2023-07-01T00:00:00.000",2,"0 hours"
1485,684,"Feedback","Open","2023-11-07T00:00:00.000",2,"0 hours"
1486,124,"Installation Problem","In Progress","2023-01-19T00:00:00.000",5,"0 hours"
1487,809,"Bug","In Progress","2023-05-16T00:00:00.000",2,"0 hours"
1493,102,"Bug","Open","2023-08-01T00:00:00.000",2,"0 hours"
1494,1887,"Installation Problem","In Progress","2023-07-12T00:00:00.000",7,"0 hours"
1495,717,"Feedback","Open","2023-05-23T00:00:00.000",1,"0 hours"
1496,1040,"Installation Problem","Open","2023-03-23T00:00:00.000",7,"0 hours"
1497,1883,"Installation Problem","In Progress","2023-04-29T00:00:00.000",6,"0 hours"
1498,1336,"Billing enquiry","In Progress","2023-09-03T00:00:00.000",3,"0 hours"
1499,678,"Feedback","Open","2023-01-14T00:00:00.000",1,"0 hours"
1501,1497,"Feedback","In Progress","2023-01-05T00:00:00.000",1,"0 hours"
1502,34,"Feedback","Open","2023-06-21T00:00:00.000",1,"0 hours"
1503,1355,"Installation Problem","In Progress","2023-05-23T00:00:00.000",7,"0 hours"
1506,1079,"Installation Problem","Open","2023-03-31T00:00:00.000",8,"0 hours"
1507,483,"Feedback","In Progress","2023-06-08T00:00:00.000",1,"0 hours"
1508,1967,"Other","Resolved","2023-08-29T00:00:00.000",3,"5.13 hours"
1510,1263,"Bug","In Progress","2023-10-06T00:00:00.000",2,"0 hours"
1511,747,"Billing enquiry","Open","2023-09-08T00:00:00.000",4,"0 hours"
1512,909,"Feedback","Open","2023-07-23T00:00:00.000",1,"0 hours"
1513,1850,"Installation Problem","In Progress","2023-08-13T00:00:00.000",7,"0 hours"
1514,1877,"Bug","Open","2023-03-28T00:00:00.000",2,"0 hours"
1515,681,"Bug","Open","2023-08-03T00:00:00.000",2,"0 hours"
1516,1838,"Bug","In Progress","2023-11-16T00:00:00.000",4,"0 hours"
1517,719,"Bug","Open","2023-11-22T00:00:00.000",7,"0 hours"
1519,271,"Feedback","Open","2023-01-06T00:00:00.000",2,"0 hours"
1520,676,"Feedback","Open","2023-03-06T00:00:00.000",2,"0 hours"
1521,1170,"Installation Problem","In Progress","2023-03-09T00:00:00.000",6,"0 hours"
1522,1440,"Installation Problem","Open","2023-03-31T00:00:00.000",9,"0 hours"
1523,1411,"Installation Problem","In Progress","2023-11-28T00:00:00.000",5,"0 hours"
1525,616,"Billing enquiry","Open","2023-08-16T00:00:00.000",3,"0 hours"
1527,792,"Feedback","Open","2023-02-12T00:00:00.000",2,"0 hours"
1528,1146,"Billing enquiry","Open","2023-09-24T00:00:00.000",3,"0 hours"
1530,794,"Bug","In Progress","2023-07-19T00:00:00.000",2,"0 hours"
1531,1549,"Bug","In Progress","2023-03-16T00:00:00.000",6,"0 hours"
1533,1444,"Bug","Open","2023-03-12T00:00:00.000",2,"0 hours"
1534,1136,"Installation Problem","In Progress","2023-02-28T00:00:00.000",6,"0 hours"
1535,474,"Billing enquiry","Open","2023-05-01T00:00:00.000",4,"0 hours"
1536,1459,"Installation Problem","-","2023-06-16T00:00:00.000",6,"0.73 hours"
1537,1218,"Installation Problem","In Progress","2023-06-16T00:00:00.000",6,"0 hours"
1538,1868,"Installation Problem","-","2023-10-09T00:00:00.000",7,"3.43 hours"
1539,761,"Feedback","Open","2023-09-20T00:00:00.000",1,"0 hours"
1540,1494,"Installation Problem","Resolved","2023-01-19T00:00:00.000",6,"5.65 hours"
1542,1335,"Billing enquiry","In Progress","2023-04-20T00:00:00.000",2,"0 hours"
1543,1226,"Installation Problem","Open","2023-06-23T00:00:00.000",6,"0 hours"
1544,648,"Bug","Open","2023-06-11T00:00:00.000",1,"0 hours"
1545,783,"Billing enquiry","In Progress","2023-03-15T00:00:00.000",3,"0 hours"
1546,459,"Bug","Open","2023-06-13T00:00:00.000",2,"0 hours"
1547,1078,"Billing enquiry","Open","2023-03-05T00:00:00.000",5,"0 hours"
1548,584,"Billing enquiry","Open","2023-03-28T00:00:00.000",4,"0 hours"
1549,289,"Feedback","Open","2023-08-14T00:00:00.000",2,"0 hours"
1551,917,"Feedback","Open","2023-08-14T00:00:00.000",1,"0 hours"
1552,418,"Billing enquiry","Open","2023-08-27T00:00:00.000",4,"0 hours"
1553,303,"Feedback","Open","2023-10-05T00:00:00.000",1,"0 hours"
1554,458,"Bug","-","2023-03-16T00:00:00.000",2,"0.92 hours"
1555,140,"Feedback","Open","2023-09-26T00:00:00.000",1,"0 hours"
1556,237,"Billing enquiry","Open","2023-07-19T00:00:00.000",3,"0 hours"
1561,675,"Billing enquiry","Open","2023-04-04T00:00:00.000",3,"0 hours"
1562,1350,"Bug","Open","2023-08-09T00:00:00.000",2,"0 hours"
1563,838,"Billing enquiry","In Progress","2023-05-03T00:00:00.000",3,"0 hours"
1568,1766,"Installation Problem","-","2023-06-21T00:00:00.000",6,"4.59 hours"
1569,966,"Feedback","Open","2023-10-26T00:00:00.000",1,"0 hours"
1571,771,"Feedback","Open","2023-04-24T00:00:00.000",2,"0 hours"
1574,1885,"Installation Problem","Open","2023-04-19T00:00:00.000",5,"0 hours"
1575,1291,"Installation Problem","Open","2023-09-16T00:00:00.000",6,"0 hours"
1576,371,"Installation Problem","Open","2023-07-13T00:00:00.000",7,"0 hours"
1578,1494,"Other","In Progress","2023-01-29T00:00:00.000",2,"0 hours"
1579,799,"Other","Open","2023-09-07T00:00:00.000",4,"0 hours"
1580,1752,"Installation Problem","In Progress","2023-04-11T00:00:00.000",6,"0 hours"
1581,1589,"Installation Problem","Resolved","2023-01-28T00:00:00.000",6,"1.53 hours"
1584,60,"Feedback","Open","2023-03-23T00:00:00.000",2,"0 hours"
1585,1697,"Installation Problem","-","2023-02-05T00:00:00.000",6,"4.63 hours"
1586,1070,"Feedback","Open","2023-11-24T00:00:00.000",2,"0 hours"
1587,117,"Feedback","Open","2023-01-15T00:00:00.000",1,"0 hours"
1588,1707,"Installation Problem","Open","2023-08-29T00:00:00.000",6,"0 hours"
1589,997,"Billing enquiry","In Progress","2023-05-03T00:00:00.000",3,"0 hours"
1590,751,"Bug","Open","2023-09-16T00:00:00.000",2,"0 hours"
1592,1506,"Installation Problem","In Progress","2023-09-25T00:00:00.000",6,"0 hours"
1593,1533,"Installation Problem","In Progress","2023-11-14T00:00:00.000",5,"0 hours"
1594,1152,"Installation Problem","Resolved","2023-06-14T00:00:00.000",6,"0.36 hours"
1596,745,"Billing enquiry","In Progress","2023-03-23T00:00:00.000",3,"0 hours"
1597,330,"Feedback","Open","2023-02-09T00:00:00.000",2,"0 hours"
1599,853,"Installation Problem","Open","2023-07-08T00:00:00.000",6,"0 hours"
1601,231,"Feedback","Open","2023-03-22T00:00:00.000",1,"0 hours"
1603,16,"Feedback","Open","2023-03-01T00:00:00.000",2,"0 hours"
1605,1012,"Installation Problem","In Progress","2023-07-06T00:00:00.000",6,"0 hours"
1608,136,"Billing enquiry","Open","2023-04-02T00:00:00.000",2,"0 hours"
1609,43,"Feedback","Open","2023-11-15T00:00:00.000",2,"0 hours"
1610,982,"Billing enquiry","In Progress","2023-01-10T00:00:00.000",3,"0 hours"
1611,1920,"Installation Problem","In Progress","2023-07-19T00:00:00.000",6,"0 hours"
1613,1725,"Installation Problem","In Progress","2023-01-14T00:00:00.000",5,"0 hours"
1614,271,"Feedback","Open","2023-06-27T00:00:00.000",2,"0 hours"
1617,141,"Feedback","Open","2023-01-18T00:00:00.000",2,"0 hours"
1618,1562,"Installation Problem","Open","2023-10-13T00:00:00.000",6,"0 hours"
